score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.8412925,0.7094486,144.0,1,0train,22,2,BNCI2014-001,LogVariance+SVM
0.81680274,0.71994627,144.0,1,1test,22,2,BNCI2014-001,LogVariance+SVM
0.5559184,0.7302288,144.0,2,0train,22,2,BNCI2014-001,LogVariance+SVM
0.54312927,0.7617532,144.0,2,1test,22,2,BNCI2014-001,LogVariance+SVM
0.929932,0.71493655,144.0,3,0train,22,2,BNCI2014-001,LogVariance+SVM
0.9617007,0.7162913,144.0,3,1test,22,2,BNCI2014-001,LogVariance+SVM
0.71421766,0.7159742,144.0,4,0train,22,2,BNCI2014-001,LogVariance+SVM
0.5689796,0.71103525,144.0,4,1test,22,2,BNCI2014-001,LogVariance+SVM
0.48897958,0.71664166,144.0,5,0train,22,2,BNCI2014-001,LogVariance+SVM
0.5620408,0.71573603,144.0,5,1test,22,2,BNCI2014-001,LogVariance+SVM
0.72510207,0.7164728,144.0,6,0train,22,2,BNCI2014-001,LogVariance+SVM
0.6960544,0.7460703,144.0,6,1test,22,2,BNCI2014-001,LogVariance+SVM
0.7906122,0.7148236,144.0,7,0train,22,2,BNCI2014-001,LogVariance+SVM
0.8721088,0.71399784,144.0,7,1test,22,2,BNCI2014-001,LogVariance+SVM
0.99510205,0.7081635,144.0,8,0train,22,2,BNCI2014-001,LogVariance+SVM
0.9744898,0.7003966,144.0,8,1test,22,2,BNCI2014-001,LogVariance+SVM
0.8210204,0.746804,144.0,9,0train,22,2,BNCI2014-001,LogVariance+SVM
0.95666665,0.6988022,144.0,9,1test,22,2,BNCI2014-001,LogVariance+SVM
0.48,0.32084784,45.0,14,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.36,0.32635227,45.0,74,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.56,0.32102507,45.0,15,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.62,0.3278025,45.0,75,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.41,0.32514557,45.0,16,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.63,0.32564703,45.0,76,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.5,0.32402533,45.0,17,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.54,0.32435197,45.0,77,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.65,0.32653418,45.0,18,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.5,0.33615404,45.0,78,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.44,0.32432765,45.0,19,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.6,0.3162437,45.0,79,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.65,0.32318702,45.0,20,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.48,0.3262865,45.0,80,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.82,0.32300934,45.0,2,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.32480368,45.0,8,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.72,0.32702002,45.0,21,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.48,0.32215732,45.0,81,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.81,0.32201132,45.0,22,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.59,0.32389402,45.0,82,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.3307282,45.0,23,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.27,0.3308094,45.0,83,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.62,0.31842327,45.0,24,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.62,0.2924007,45.0,84,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.56,0.3153201,45.0,25,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.92,0.3219892,45.0,85,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.45,0.3254384,45.0,26,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.68,0.29717526,45.0,86,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.56,0.3239389,45.0,27,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.56,0.32768315,45.0,87,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.49,0.32471234,45.0,28,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.5044444,0.3007607,57.0,88,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.88,0.3156219,45.0,29,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.55,0.32477468,45.0,89,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.3,0.3244659,45.0,30,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.64,0.30559415,45.0,90,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.51,0.30901447,45.0,3,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.48,0.30636692,45.0,9,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.8,0.30816412,45.0,31,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.77,0.30704045,45.0,91,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.83,0.30355245,45.0,32,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.5388889,0.31860977,57.0,92,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.83,0.3032835,45.0,33,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.75,0.30742073,45.0,93,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.86,0.30646762,45.0,34,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.89,0.30485874,45.0,94,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.85,0.3049894,45.0,35,0,64,1,PhysionetMotorImagery,LogVariance+SVM
0.53,0.30521297,45.0,95,0,64,1,PhysionetMotorImagery,LogVariance+SVM
