score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.7765151,0.10021348,119.0,1,0,14,3,Zhou2016,LogVariance+SVM
0.882,0.084450245,100.0,1,1,14,3,Zhou2016,LogVariance+SVM
0.918,0.086587094,100.0,1,2,14,3,Zhou2016,LogVariance+SVM
0.928,0.08647766,100.0,2,0,14,3,Zhou2016,LogVariance+SVM
0.6814815,0.07921481,90.0,2,1,14,3,Zhou2016,LogVariance+SVM
0.832,0.085890055,100.0,2,2,14,3,Zhou2016,LogVariance+SVM
0.922,0.086287215,100.0,3,0,14,3,Zhou2016,LogVariance+SVM
0.92,0.08605866,100.0,3,1,14,3,Zhou2016,LogVariance+SVM
0.898,0.08698235,100.0,3,2,14,3,Zhou2016,LogVariance+SVM
0.8469136,0.07796331,90.0,4,0,14,3,Zhou2016,LogVariance+SVM
0.994,0.0866765,100.0,4,1,14,3,Zhou2016,LogVariance+SVM
0.888,0.08567171,100.0,4,2,14,3,Zhou2016,LogVariance+SVM
0.85391414,0.10177503,119.0,1,0,14,3,Zhou2016,LogVariance+LDA
0.876,0.08705063,100.0,1,1,14,3,Zhou2016,LogVariance+LDA
0.914,0.08452968,100.0,1,2,14,3,Zhou2016,LogVariance+LDA
0.834,0.08751855,100.0,2,0,14,3,Zhou2016,LogVariance+LDA
0.58271605,0.08065887,90.0,2,1,14,3,Zhou2016,LogVariance+LDA
0.824,0.08869414,100.0,2,2,14,3,Zhou2016,LogVariance+LDA
0.95,0.088429116,100.0,3,0,14,3,Zhou2016,LogVariance+LDA
0.954,0.08649993,100.0,3,1,14,3,Zhou2016,LogVariance+LDA
0.916,0.08757377,100.0,3,2,14,3,Zhou2016,LogVariance+LDA
0.8172839,0.08053951,90.0,4,0,14,3,Zhou2016,LogVariance+LDA
0.97,0.088818595,100.0,4,1,14,3,Zhou2016,LogVariance+LDA
0.88,0.088851884,100.0,4,2,14,3,Zhou2016,LogVariance+LDA
0.8411616,0.1359671,119.0,1,0,14,3,Zhou2016,MDM
0.8411616,0.13557243,119.0,1,0,14,3,Zhou2016,MDM
0.898,0.1167048,100.0,1,1,14,3,Zhou2016,MDM
0.898,0.11697416,100.0,1,1,14,3,Zhou2016,MDM
0.948,0.11509757,100.0,1,2,14,3,Zhou2016,MDM
0.948,0.117295936,100.0,1,2,14,3,Zhou2016,MDM
0.878,0.11976266,100.0,2,0,14,3,Zhou2016,MDM
0.878,0.1211916,100.0,2,0,14,3,Zhou2016,MDM
0.75555557,0.109970614,90.0,2,1,14,3,Zhou2016,MDM
0.75555557,0.11064772,90.0,2,1,14,3,Zhou2016,MDM
0.894,0.11449685,100.0,2,2,14,3,Zhou2016,MDM
0.894,0.114920184,100.0,2,2,14,3,Zhou2016,MDM
0.958,0.11732731,100.0,3,0,14,3,Zhou2016,MDM
0.958,0.11681495,100.0,3,0,14,3,Zhou2016,MDM
0.862,0.11792588,100.0,3,1,14,3,Zhou2016,MDM
0.862,0.11639633,100.0,3,1,14,3,Zhou2016,MDM
0.922,0.11914897,100.0,3,2,14,3,Zhou2016,MDM
0.922,0.11791096,100.0,3,2,14,3,Zhou2016,MDM
0.97530866,0.10460429,90.0,4,0,14,3,Zhou2016,MDM
0.97530866,0.10590692,90.0,4,0,14,3,Zhou2016,MDM
0.96,0.12436648,100.0,4,1,14,3,Zhou2016,MDM
0.96,0.12313108,100.0,4,1,14,3,Zhou2016,MDM
