score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.8767677,0.02718029,119.0,1,0,14,3,Zhou2016,TRCSP+LDA
0.9,0.028224897,100.0,1,1,14,3,Zhou2016,TRCSP+LDA
0.966,0.024598885,100.0,1,2,14,3,Zhou2016,TRCSP+LDA
0.922,0.024302434,100.0,2,0,14,3,Zhou2016,TRCSP+LDA
0.76296294,0.023242474,90.0,2,1,14,3,Zhou2016,TRCSP+LDA
0.948,0.027454471,100.0,2,2,14,3,Zhou2016,TRCSP+LDA
0.978,0.024757957,100.0,3,0,14,3,Zhou2016,TRCSP+LDA
0.974,0.02619486,100.0,3,1,14,3,Zhou2016,TRCSP+LDA
0.926,0.025803853,100.0,3,2,14,3,Zhou2016,TRCSP+LDA
0.97530866,0.022133017,90.0,4,0,14,3,Zhou2016,TRCSP+LDA
0.994,0.024003219,100.0,4,1,14,3,Zhou2016,TRCSP+LDA
0.974,0.026505614,100.0,4,2,14,3,Zhou2016,TRCSP+LDA
0.8411616,0.12168565,119.0,1,0,14,3,Zhou2016,MDM
0.898,0.11503558,100.0,1,1,14,3,Zhou2016,MDM
0.948,0.10170913,100.0,1,2,14,3,Zhou2016,MDM
0.878,0.1157249,100.0,2,0,14,3,Zhou2016,MDM
0.75555557,0.09613214,90.0,2,1,14,3,Zhou2016,MDM
0.894,0.11100626,100.0,2,2,14,3,Zhou2016,MDM
0.958,0.10001278,100.0,3,0,14,3,Zhou2016,MDM
0.862,0.118392035,100.0,3,1,14,3,Zhou2016,MDM
0.922,0.10371671,100.0,3,2,14,3,Zhou2016,MDM
0.97530866,0.09108839,90.0,4,0,14,3,Zhou2016,MDM
0.96,0.10597134,100.0,4,1,14,3,Zhou2016,MDM
0.982,0.099571325,100.0,4,2,14,3,Zhou2016,MDM
0.9006313,0.12268062,119.0,1,0,14,3,Zhou2016,CSP+SVM
0.9006313,0.12180929,119.0,1,0,14,3,Zhou2016,CSP+SVM
0.896,0.10250797,100.0,1,1,14,3,Zhou2016,CSP+SVM
0.896,0.10514388,100.0,1,1,14,3,Zhou2016,CSP+SVM
0.952,0.10369334,100.0,1,2,14,3,Zhou2016,CSP+SVM
0.952,0.09706192,100.0,1,2,14,3,Zhou2016,CSP+SVM
0.876,0.11319904,100.0,2,0,14,3,Zhou2016,CSP+SVM
0.876,0.10958032,100.0,2,0,14,3,Zhou2016,CSP+SVM
0.8,0.09447608,90.0,2,1,14,3,Zhou2016,CSP+SVM
0.8,0.09706459,90.0,2,1,14,3,Zhou2016,CSP+SVM
0.874,0.099608615,100.0,2,2,14,3,Zhou2016,CSP+SVM
0.874,0.108746484,100.0,2,2,14,3,Zhou2016,CSP+SVM
0.994,0.09887652,100.0,3,0,14,3,Zhou2016,CSP+SVM
0.994,0.10242119,100.0,3,0,14,3,Zhou2016,CSP+SVM
0.992,0.097914025,100.0,3,1,14,3,Zhou2016,CSP+SVM
0.992,0.10551639,100.0,3,1,14,3,Zhou2016,CSP+SVM
0.99,0.10430007,100.0,3,2,14,3,Zhou2016,CSP+SVM
0.99,0.10304818,100.0,3,2,14,3,Zhou2016,CSP+SVM
0.99012345,0.09281931,90.0,4,0,14,3,Zhou2016,CSP+SVM
0.99012345,0.09775944,90.0,4,0,14,3,Zhou2016,CSP+SVM
0.976,0.099333,100.0,4,1,14,3,Zhou2016,CSP+SVM
0.976,0.105367705,100.0,4,1,14,3,Zhou2016,CSP+SVM
0.966,0.09713197,100.0,4,2,14,3,Zhou2016,CSP+SVM
0.966,0.097648904,100.0,4,2,14,3,Zhou2016,CSP+SVM
0.7409091,0.019414473,119.0,1,0,14,3,Zhou2016,LogVariance+SVM
0.856,0.017112017,100.0,1,1,14,3,Zhou2016,LogVariance+SVM
0.91,0.015683126,100.0,1,2,14,3,Zhou2016,LogVariance+SVM
0.894,0.016350318,100.0,2,0,14,3,Zhou2016,LogVariance+SVM
0.67654324,0.015354872,90.0,2,1,14,3,Zhou2016,LogVariance+SVM
0.81,0.016806077,100.0,2,2,14,3,Zhou2016,LogVariance+SVM
0.908,0.016462326,100.0,3,0,14,3,Zhou2016,LogVariance+SVM
0.942,0.016748285,100.0,3,1,14,3,Zhou2016,LogVariance+SVM
0.88,0.016237974,100.0,3,2,14,3,Zhou2016,LogVariance+SVM
0.8469136,0.01595583,90.0,4,0,14,3,Zhou2016,LogVariance+SVM
0.942,0.015602207,100.0,4,1,14,3,Zhou2016,LogVariance+SVM
0.874,0.016195202,100.0,4,2,14,3,Zhou2016,LogVariance+SVM
0.81502527,0.020002604,119.0,1,0,14,3,Zhou2016,LogVariance+LDA
0.916,0.019434834,100.0,1,1,14,3,Zhou2016,LogVariance+LDA
0.932,0.01693492,100.0,1,2,14,3,Zhou2016,LogVariance+LDA
0.846,0.018059302,100.0,2,0,14,3,Zhou2016,LogVariance+LDA
0.5703704,0.01748023,90.0,2,1,14,3,Zhou2016,LogVariance+LDA
0.848,0.018857097,100.0,2,2,14,3,Zhou2016,LogVariance+LDA
0.982,0.017506123,100.0,3,0,14,3,Zhou2016,LogVariance+LDA
0.99,0.01834197,100.0,3,1,14,3,Zhou2016,LogVariance+LDA
0.914,0.01796627,100.0,3,2,14,3,Zhou2016,LogVariance+LDA
0.93333334,0.016459465,90.0,4,0,14,3,Zhou2016,LogVariance+LDA
0.942,0.018981885,100.0,4,1,14,3,Zhou2016,LogVariance+LDA
0.874,0.01800232,100.0,4,2,14,3,Zhou2016,LogVariance+LDA
0.8703283,0.093406394,119.0,1,0,14,3,Zhou2016,DLCSPauto+shLDA
0.9,0.08396888,100.0,1,1,14,3,Zhou2016,DLCSPauto+shLDA
0.964,0.079668805,100.0,1,2,14,3,Zhou2016,DLCSPauto+shLDA
0.868,0.086588815,100.0,2,0,14,3,Zhou2016,DLCSPauto+shLDA
0.7654321,0.077166416,90.0,2,1,14,3,Zhou2016,DLCSPauto+shLDA
0.896,0.09160666,100.0,2,2,14,3,Zhou2016,DLCSPauto+shLDA
0.98,0.07955704,100.0,3,0,14,3,Zhou2016,DLCSPauto+shLDA
0.996,0.077693895,100.0,3,1,14,3,Zhou2016,DLCSPauto+shLDA
0.98,0.08345179,100.0,3,2,14,3,Zhou2016,DLCSPauto+shLDA
0.9777778,0.06946139,90.0,4,0,14,3,Zhou2016,DLCSPauto+shLDA
0.98,0.07911129,100.0,4,1,14,3,Zhou2016,DLCSPauto+shLDA
0.974,0.08147826,100.0,4,2,14,3,Zhou2016,DLCSPauto+shLDA
0.91515154,0.14123411,119.0,1,0,14,3,Zhou2016,FgMDM
0.848,0.11728177,100.0,1,1,14,3,Zhou2016,FgMDM
0.926,0.119290546,100.0,1,2,14,3,Zhou2016,FgMDM
0.86,0.12454414,100.0,2,0,14,3,Zhou2016,FgMDM
0.7604938,0.10760727,90.0,2,1,14,3,Zhou2016,FgMDM
0.874,0.114387654,100.0,2,2,14,3,Zhou2016,FgMDM
0.988,0.11533723,100.0,3,0,14,3,Zhou2016,FgMDM
0.98,0.118262194,100.0,3,1,14,3,Zhou2016,FgMDM
0.984,0.12384172,100.0,3,2,14,3,Zhou2016,FgMDM
0.9802469,0.110430956,90.0,4,0,14,3,Zhou2016,FgMDM
0.992,0.11945228,100.0,4,1,14,3,Zhou2016,FgMDM
0.974,0.11528192,100.0,4,2,14,3,Zhou2016,FgMDM
0.8790404,0.09547768,119.0,1,0,14,3,Zhou2016,CSP+LDA
0.922,0.07728191,100.0,1,1,14,3,Zhou2016,CSP+LDA
0.974,0.07562585,100.0,1,2,14,3,Zhou2016,CSP+LDA
0.876,0.08670244,100.0,2,0,14,3,Zhou2016,CSP+LDA
0.7604938,0.07000627,90.0,2,1,14,3,Zhou2016,CSP+LDA
0.896,0.08359651,100.0,2,2,14,3,Zhou2016,CSP+LDA
0.982,0.075219154,100.0,3,0,14,3,Zhou2016,CSP+LDA
0.992,0.0870388,100.0,3,1,14,3,Zhou2016,CSP+LDA
0.986,0.078104116,100.0,3,2,14,3,Zhou2016,CSP+LDA
0.99012345,0.07303806,90.0,4,0,14,3,Zhou2016,CSP+LDA
0.984,0.07323065,100.0,4,1,14,3,Zhou2016,CSP+LDA
0.966,0.07961154,100.0,4,2,14,3,Zhou2016,CSP+LDA
0.92689395,0.13243155,119.0,1,0,14,3,Zhou2016,TS+LR
0.94,0.106404684,100.0,1,1,14,3,Zhou2016,TS+LR
0.972,0.10673108,100.0,1,2,14,3,Zhou2016,TS+LR
0.9,0.10401435,100.0,2,0,14,3,Zhou2016,TS+LR
0.7777778,0.10044928,90.0,2,1,14,3,Zhou2016,TS+LR
0.908,0.09952593,100.0,2,2,14,3,Zhou2016,TS+LR
0.994,0.10332064,100.0,3,0,14,3,Zhou2016,TS+LR
0.986,0.113072775,100.0,3,1,14,3,Zhou2016,TS+LR
0.98,0.10368619,100.0,3,2,14,3,Zhou2016,TS+LR
0.9777778,0.094661474,90.0,4,0,14,3,Zhou2016,TS+LR
0.99,0.10283098,100.0,4,1,14,3,Zhou2016,TS+LR
0.98,0.1028923,100.0,4,2,14,3,Zhou2016,TS+LR
0.9378788,0.12997413,119.0,1,0,14,3,Zhou2016,TS+EL
0.946,0.1294209,100.0,1,1,14,3,Zhou2016,TS+EL
0.976,0.1121306,100.0,1,2,14,3,Zhou2016,TS+EL
0.928,0.14959201,100.0,2,0,14,3,Zhou2016,TS+EL
0.75555557,0.14576086,90.0,2,1,14,3,Zhou2016,TS+EL
0.902,0.10698633,100.0,2,2,14,3,Zhou2016,TS+EL
0.992,0.11603141,100.0,3,0,14,3,Zhou2016,TS+EL
