score,time,samples,subject,session,channels,n_sessions,dataset,pipeline
0.84166664,0.02260523,119.0,1,0,14,3,Zhou2016,TRCSP+LDA
0.936,0.021158028,100.0,1,1,14,3,Zhou2016,TRCSP+LDA
0.96,0.021294976,100.0,1,2,14,3,Zhou2016,TRCSP+LDA
0.864,0.02048111,100.0,2,0,14,3,Zhou2016,TRCSP+LDA
0.75061727,0.01812439,90.0,2,1,14,3,Zhou2016,TRCSP+LDA
0.96,0.02160821,100.0,2,2,14,3,Zhou2016,TRCSP+LDA
0.974,0.020094156,100.0,3,0,14,3,Zhou2016,TRCSP+LDA
0.972,0.020892572,100.0,3,1,14,3,Zhou2016,TRCSP+LDA
0.968,0.020401765,100.0,3,2,14,3,Zhou2016,TRCSP+LDA
0.9777778,0.019089317,90.0,4,0,14,3,Zhou2016,TRCSP+LDA
0.994,0.020594884,100.0,4,1,14,3,Zhou2016,TRCSP+LDA
0.968,0.020513773,100.0,4,2,14,3,Zhou2016,TRCSP+LDA
0.84646463,0.10602751,119.0,1,0,14,3,Zhou2016,MDM
0.904,0.091695026,100.0,1,1,14,3,Zhou2016,MDM
0.936,0.09111743,100.0,1,2,14,3,Zhou2016,MDM
0.896,0.09281874,100.0,2,0,14,3,Zhou2016,MDM
0.7604938,0.086042166,90.0,2,1,14,3,Zhou2016,MDM
0.92,0.094324395,100.0,2,2,14,3,Zhou2016,MDM
0.93,0.09235816,100.0,3,0,14,3,Zhou2016,MDM
0.852,0.092092894,100.0,3,1,14,3,Zhou2016,MDM
0.964,0.09389148,100.0,3,2,14,3,Zhou2016,MDM
0.982716,0.08433728,90.0,4,0,14,3,Zhou2016,MDM
0.92,0.09380283,100.0,4,1,14,3,Zhou2016,MDM
0.978,0.096828796,100.0,4,2,14,3,Zhou2016,MDM
0.8862374,12.983816,119.0,1,0,14,3,Zhou2016,CSP+SVM
0.95,10.936797,100.0,1,1,14,3,Zhou2016,CSP+SVM
0.95,10.986627,100.0,1,2,14,3,Zhou2016,CSP+SVM
0.906,11.035654,100.0,2,0,14,3,Zhou2016,CSP+SVM
0.78271604,9.914724,90.0,2,1,14,3,Zhou2016,CSP+SVM
0.916,11.03997,100.0,2,2,14,3,Zhou2016,CSP+SVM
0.972,10.899637,100.0,3,0,14,3,Zhou2016,CSP+SVM
